=cmd-param-changed,param="logging enabled",value="on"
~"index,tick,delta_tick,mode,x,y,z,sensor_config2,conv_status,read_status\n"
~"307,1193,615,2,2816,-27312,-32400,0x0,17,0\n"
~"308,1195,617,2,5792,-25056,-32400,0x0,81,0\n"
~"309,1197,619,2,7136,-23440,-32400,0x0,145,0\n"
~"310,1199,621,2,9280,-20496,-32400,0x0,209,0\n"
~"311,1201,623,2,10048,-18832,-32400,0x0,17,0\n"
~"312,1203,625,2,10624,-17520,-32400,0x0,81,0\n"
~"313,1205,627,2,11040,-15408,-32400,0x0,145,0\n"
~"314,1207,629,2,11616,-11984,-32400,0x0,177,0\n"
~"315,1209,631,2,12144,-6384,-32400,0x0,241,0\n"
~"316,1211,633,2,11088,-1456,-32400,0x0,49,0\n"
~"317,1213,635,2,9376,3200,-32400,0x0,81,0\n"
~"318,1215,637,2,7904,5616,-32400,0x0,145,0\n"
~"319,1217,639,2,4192,8752,-32400,0x0,209,0\n"
~"320,1219,641,2,784,10544,-32400,0x0,241,0\n"
~"321,1221,643,2,-2016,11712,-32400,0x0,49,0\n"
~"322,1223,645,2,-4944,12416,-32400,0x0,113,0\n"
~"323,1225,647,2,-8640,12816,-32400,0x0,209,0\n"
~"324,1227,649,2,-14160,12640,-32400,0x0,241,0\n"
~"325,1229,651,2,-23792,9344,-32400,0x0,17,0\n"
~"326,1231,653,2,-28592,5360,-32400,0x0,49,0\n"
~"327,1233,655,2,-28672,5200,-32400,0x0,113,0\n"
~"328,1235,657,2,-28784,5200,-32400,0x0,177,0\n"
~"329,1237,659,2,-28928,4496,-32400,0x0,209,0\n"
~"330,1239,661,2,-27968,1712,-32400,0x0,17,0\n"
~"331,1241,663,2,-21904,-12192,-32400,0x0,81,0\n"
~"332,1243,665,2,-15888,-27552,-32400,0x0,145,0\n"
~"333,1245,667,2,-13712,-32336,-32400,0x0,209,0\n"
~"334,1247,669,2,-13488,-32336,-32400,0x0,241,0\n"
~"335,1249,671,2,-9184,-32336,-32400,0x0,49,0\n"
~"336,1251,673,2,-3648,-31296,-32400,0x0,113,0\n"
~"337,1253,675,2,-1408,-30528,-32400,0x0,177,0\n"
~"338,1255,677,2,-688,-30048,-32400,0x0,241,0\n"
~"339,1257,679,2,320,-29360,-32400,0x0,49,0\n"
~"340,1259,681,2,736,-29072,-32400,0x0,113,0\n"
~"341,1261,683,2,6272,-23728,-32400,0x0,177,0\n"
~"342,1263,685,2,11664,-12240,-32400,0x0,241,0\n"
~"343,1265,687,2,10208,1152,-32400,0x0,49,0\n"
~"344,1267,689,2,5552,7376,-32400,0x0,81,0\n"
~"345,1269,691,2,2272,9392,-32400,0x0,145,0\n"
~"346,1271,693,2,-1472,11440,-32400,0x0,209,0\n"
~"347,1273,695,2,-5008,12176,-32400,0x0,241,0\n"
~"348,1275,697,2,-6352,12480,-32400,0x0,81,0\n"
~"349,1277,699,2,-7456,12544,-32400,0x0,81,0\n"
~"350,1279,701,2,-9088,12688,-32400,0x0,113,0\n"
~"351,1281,703,2,-11312,12816,-32400,0x0,177,0\n"
~"352,1283,705,2,-17152,12128,-32400,0x0,241,0\n"
~"353,1285,707,2,-24176,160,-32400,0x0,17,0\n"
~"354,1287,709,2,-30576,-25408,-32400,0x0,81,0\n"
~"355,1289,711,2,-27264,-28896,-32400,0x0,145,0\n"
~"356,1291,713,2,-25520,-30000,-32400,0x0,209,0\n"
~"357,1293,715,2,-23616,-30928,-32400,0x0,17,0\n"
~"358,1295,717,2,-21696,-31600,-32400,0x0,81,0\n"
~"359,1297,719,2,-20192,-32256,-32400,0x0,145,0\n"
~"360,1299,721,2,-20096,-32080,-32400,0x0,209,0\n"
~"361,1301,723,2,-20128,-32336,-32400,0x0,241,0\n"
~"362,1303,725,2,-20720,-31712,-32400,0x0,49,0\n"
~"363,1305,727,2,-25936,-22800,-32400,0x0,113,0\n"
~"364,1307,729,2,-29536,-208,-32400,0x0,145,0\n"
~"365,1309,731,2,-24080,9072,-32400,0x0,209,0\n"
~"366,1311,733,2,-21152,10800,-32400,0x0,17,0\n"
~"367,1313,735,2,-19920,11136,-32400,0x0,81,0\n"
~"368,1315,737,2,-18992,11696,-32368,0x0,145,0\n"
~"369,1317,739,2,-18288,11712,-32400,0x0,209,0\n"
~"370,1319,741,2,-17824,11792,-32400,0x0,17,0\n"
~"371,1321,743,2,-17600,11872,-32400,0x0,81,0\n"
~"372,1323,745,2,-17472,11872,-32400,0x0,113,0\n"
~"373,1325,747,2,-17648,9872,-32400,0x0,209,0\n"
~"374,1327,749,2,-14608,-9104,-32400,0x0,209,0\n"
~"375,1329,751,2,-14304,-32336,-32400,0x0,241,0\n"
~"376,1331,753,2,-14096,-32336,-32400,0x0,49,0\n"
~"377,1333,755,2,-14192,-32336,-32400,0x0,113,0\n"
~"378,1335,757,2,-14256,-32336,-32400,0x0,145,0\n"
~"379,1337,759,2,-14384,-32336,-32400,0x0,209,0\n"
~"380,1339,761,2,-14128,-32336,-32400,0x0,17,0\n"
~"381,1341,763,2,-14288,-32336,-32400,0x0,81,0\n"
~"382,1343,765,2,-14336,-32336,-32400,0x0,145,0\n"
~"383,1345,767,2,-16528,-30720,-32400,0x0,177,0\n"
~"384,1347,769,2,-21312,-16880,-32400,0x0,241,0\n"
~"385,1349,771,2,-26784,7168,-32400,0x0,49,0\n"
~"386,1351,773,2,-23392,9488,-32400,0x0,81,0\n"
~"387,1353,775,2,-21936,10416,-32400,0x0,145,0\n"
~"388,1355,777,2,-21808,10464,-32400,0x0,177,0\n"
~"389,1357,779,2,-21824,10384,-32400,0x0,209,0\n"
~"390,1359,781,2,-21920,10352,-32400,0x0,17,0\n"
~"391,1361,783,2,-21808,10400,-32400,0x0,81,0\n"
~"392,1363,785,2,-21872,10320,-32400,0x0,145,0\n"
~"393,1365,787,2,-21712,10048,-32400,0x0,209,0\n"
~"394,1367,789,2,-15440,80,-32400,0x0,241,0\n"
~"395,1369,791,2,-5664,-17408,-32400,0x0,49,0\n"
~"396,1371,793,2,-1024,-30464,-32400,0x0,113,0\n"
~"397,1373,795,2,-1184,-30480,-32400,0x0,145,0\n"
~"398,1375,797,2,-1376,-30448,-32400,0x0,241,0\n"
~"399,1377,799,2,-1024,-30720,-32400,0x0,17,0\n"
~"400,1379,801,2,-1200,-30608,-32400,0x0,49,0\n"
~"401,1381,803,2,-1040,-30512,-32400,0x0,113,0\n"
~"402,1383,805,2,-1184,-30576,-32400,0x0,177,0\n"
~"403,1385,807,2,-1168,-30592,-32400,0x0,209,0\n"
~"404,1387,809,2,-1184,-30752,-32400,0x0,17,0\n"
~"405,1389,811,2,-1120,-30544,-32400,0x0,81,0\n"
~"406,1391,813,2,-1152,-30592,-32400,0x0,113,0\n"
~"407,1393,815,2,-1056,-30720,-32400,0x0,177,0\n"
~"408,1395,817,2,-1184,-30512,-32400,0x0,241,0\n"
~"409,1397,819,2,-2832,-31360,-32400,0x0,49,0\n"
~"410,1399,821,2,-12336,-32336,-32400,0x0,113,0\n"
~"411,1401,823,2,-21776,-31568,-32400,0x0,145,0\n"
