Timestamp(ms),Current(uA),D0-D7
7906,23272.846,00000000
7907,24425.600,00000000
7908,19589.406,00000000
7909,18494.787,00000000
7910,23273.219,00000000
7911,24553.311,00000000
7912,19736.086,00000000
7913,18675.152,00000000
7914,23383.006,00000000
7915,24611.387,00000000
7916,19670.070,00000000
7917,18646.121,00000000
7918,23417.193,00000000
7919,24397.865,00000000
7920,19548.959,00000000
7921,18609.439,00000000
7922,23291.848,00000000
7923,24469.873,00000000
7924,19635.613,00000000
7925,18678.586,00000000
7926,23436.918,00000000
7927,24374.723,00000000
7928,19422.182,00000000
7929,18673.998,00000000
7930,23553.797,00000000
7931,24466.906,00000000
7932,19586.459,00000000
7933,18757.471,00000000
7934,23504.451,00000000
7935,24374.301,00000000
7936,19362.514,00000000
7937,18797.529,00000000
7938,23433.281,00000000
7939,24326.650,00000000
7940,19547.148,00000000
7941,18801.670,00000000
7942,23628.920,00000000
7943,24402.604,00000000
7944,19284.609,00000000
7945,18790.762,00000000
7946,23644.242,00000000
7947,24352.906,00000000
7948,19454.092,00000000
7949,18861.057,00000000
7950,23531.883,00000000
7951,24292.852,00000000
7952,19158.027,00000000
7953,18873.123,00000000
7954,23758.619,00000000
7955,24271.582,00000000
7956,19420.746,00000000
7957,18946.293,00000000
7958,23693.574,00000000
7959,24248.604,00000000
7960,19099.125,00000000
7961,18852.244,00000000
7962,23729.885,00000000
7963,24300.344,00000000
7964,19302.438,00000000
7965,18952.914,00000000
7966,23696.752,00000000
7967,24187.479,00000000
7968,19148.197,00000000
7969,18960.881,00000000
7970,23703.273,00000000
7971,24116.109,00000000
7972,19197.857,00000000
7973,18940.344,00000000
7974,23795.582,00000000
7975,24182.535,00000000
7976,19154.945,00000000
7977,18999.258,00000000
7978,23822.238,00000000
7979,24086.266,00000000
7980,19096.236,00000000
7981,19032.756,00000000
7982,23831.473,00000000
7983,24094.688,00000000
7984,18991.086,00000000
7985,19032.264,00000000
7986,23886.457,00000000
7987,24054.152,00000000
7988,19087.686,00000000
7989,19154.109,00000000
7990,23900.986,00000000
7991,24089.553,00000000
7992,19104.488,00000000
7993,19071.322,00000000
7994,23915.375,00000000
7995,24075.848,00000000
7996,18920.008,00000000
7997,19149.328,00000000
7998,24005.715,00000000
7999,24028.732,00000000
8000,18970.049,00000000
8001,19122.723,00000000
8002,24000.287,00000000
8003,23971.107,00000000
8004,18852.160,00000000
8005,19162.900,00000000
